,Título da Notícia,Tema,URL
184,"
Torre Eiffel e Empire State ficam em verde a amarelo em homenagem a Bolsonaro #boato
",mundo,www.boatos.org/mundo/torre-empire-homenagem-bolsonaro.html
185,"
Bolsonaro vai doar sobras de campanha para Santa Casa de Juiz de Fora #boato
",politica,www.boatos.org/politica/bolsonaro-sobras-campanha-santa-casa.html
186,"
Grupo Reaja LGBT é uma armadilha para extermínio de gays #boato
",politica,www.boatos.org/politica/grupo-reaja-lgbt-armadilha-gays.html
187,"
Tupperware dá garrafinha de 500ml em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/tupperware-garrafinha-site-whatsapp.html
188,"
20 fake news que mais circularam durante as eleições 2018 no Boatos.org
",politica,www.boatos.org/politica/fake-news-eleicoes-2018.html
189,"
Eleitor tenta votar em Bolsonaro (17), mas urna fraudada anula voto #boato
",politica,www.boatos.org/politica/eleitor-votar-bolsonaro-voto-nulo.html
190,"
10 fake news sobre Bolsonaro e Haddad que mais viralizaram nas eleições 2018
",politica,www.boatos.org/politica/10-fake-news-bolsonaro-haddad.html
191,"
Escreva 17 no comprovante de votação, tire foto e envie para Bolsonaro #boato
",politica,www.boatos.org/politica/17-comprovante-votacao-foto.html
192,"
Sites de fact-checking combatem fake news durante 2º turno das eleições
",politica,www.boatos.org/politica/tempo-real-fake-news-2-turno-eleicoes.html
193,"
Há provas de que as urnas eletrônicas são fraudadas nas eleições #boato
",politica,www.boatos.org/politica/urnas-eletronicas-fraudadas-eleicoes.html
194,"
Bolsonaro tem candidatura impugnada e 2º turno será entre Haddad e Ciro #boato
",politica,www.boatos.org/politica/bolsonaro-candidatura-impugnada.html
195,"
Bolsonaro será entrevistado na Record e Haddad será entrevistado na Globo hoje #boato
",politica,www.boatos.org/politica/bolsonaro-record-haddad-globo.html
196,"
Carro-bomba que seria usado em atentado contra Bolsonaro é apreendido #boato
",politica,www.boatos.org/politica/carro-bomba-atentado-bolsonaro.html
197,"
Empresa responsável pela apuração das eleições tem ligação com PT #boato
",politica,www.boatos.org/politica/empresa-apuracao-eleicoes-pt.html
198,"
Amélia Teles matou e esquartejou militares durante a Ditadura #boato
",politica,www.boatos.org/politica/amelia-teles-matou-militares.html
199,"
Miguel Falabella grava áudio sobre pesadelo da posse de Haddad #boato
",entretenimento,www.boatos.org/entretenimento/miguel-falabella-audio-haddad.html
200,"
Michelle Bolsonaro interpreta Pai Nosso em libras, mostra vídeo #boato
",politica,www.boatos.org/politica/michelle-bolsonaro-pai-nosso-libras.html
201,"
Bolsonaro publicou tuíte de apoio a Pezão e Aécio em 2014 #boato
",politica,www.boatos.org/politica/bolsonaro-tuite-pezao-aecio.html
202,"
Globo critica bandeiras do Brasil na ponte em pleno Dia da Bandeira (19/11) #boato
",brasil,www.boatos.org/brasil/globo-bandeiras-brasil-ponte.html
203,"
Bolsonaro manda Luciano Huck devolver milhões da Lei Rouanet e BNDES #boato
",politica,www.boatos.org/politica/bolsonaro-huck-rouanet-bndes.html
204,"
Renac, de Cuba, vai receber 2% da arrecadação com as placas do Mercosul #boato
",brasil,www.boatos.org/brasil/renac-cuba-arrecadacao-placas-mercosul.html
205,"
WhatsApp lançou novas cores e você deve ativar compartilhando link #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-novas-cores-ativar.html
206,"
Aperte “cancelar” duas vezes antes de usar caixa eletrônico, diz banqueiro #boato
",brasil,www.boatos.org/brasil/aperte-cancelar-caixa-eletronico.html
207,"
Comissão de Direitos Humanos pede prisão de estudante que reagiu a assalto em MG #boato
",brasil,www.boatos.org/brasil/direitos-humanos-prisao-estudante.html
208,"
Bauducco está dando panettone grátis em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/bauducco-panettone-gratis-whatsapp.html
209,"
China diz que águas brasileiras são chinesas após acordo com Dilma #boato
",politica,www.boatos.org/politica/china-diz-aguas-brasileiras-sao-chinesas.html
210,"
Travesti Natasha Britney Robert bate em playboys que tentaram a agredir #boato
",brasil,www.boatos.org/brasil/travesti-natasha-britney-bate-playboys.html
211,"
Médico militar descobre a cura do câncer, a fosfoetanolamina, mas é boicotado #boato
",saude,www.boatos.org/saude/medico-militar-cura-cancer.html
212,"
Bill Gates deu gorjeta de US$ 5 no restaurante porque é filho de lenhador #boato
",tecnologia,www.boatos.org/tecnologia/bill-gates-gorjeta-5-restaurante.html
213,"
Austrália dá ordem para que imigrantes muçulmanos deixem o país #boato
",mundo,www.boatos.org/mundo/australia-muculmanos-deixem-pais.html
214,"
Óleo no umbigo cura diversas doenças e acaba com a secura no corpo #boato
",saude,www.boatos.org/saude/oleo-umbigo-cura-doencas-secura.html
215,"
Silvio Santos compra 50% da Globo e vai mudar programação #boato
",entretenimento,www.boatos.org/entretenimento/silvio-santos-compra-50-globo.html
216,"
Grupo terrorista planejava jogar bomba em Bolsonaro, mostra vídeo #boato
",politica,www.boatos.org/politica/grupo-terrorista-bomba-bolsonaro.html
217,"
Volkswagen sorteia 20 carros Gol para quem compartilhar link no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/volkswagen-sorteia-carros-gol-whatsapp.html
218,"
Calendário de dezembro terá fenômeno que só acontece a cada 823 anos #boato
",brasil,www.boatos.org/brasil/calendario-dezembro-fenomeno-823-anos.html
219,"
Chapecoense e América (MG) escalaram jogadores irregulares no Brasileirão #boato
",esporte,www.boatos.org/esporte/chapecoense-america-perder-9-pontos.html
220,"
A todos que acompanharam o Boatos.org em 2018, um muito obrigado e feliz 2019!
",opiniao,www.boatos.org/opiniao/boatos-org-2018-obrigado-feliz-2019.html
221,"
Governo da Groenlândia dará duas esposas para cada homem que se mudar para lá #boato
",mundo,www.boatos.org/mundo/governo-groenlandia-esposas-homem.html
222,"
Fábio Júnior assume que é gay e choca fãs aos 65 anos #boato
",entretenimento,www.boatos.org/entretenimento/fabio-junior-assume-gay.html
223,"
Os cinco desmentidos de fake news mais lidos de 2018 no Boatos.org
",lista,www.boatos.org/lista/textos-mais-lidos-de-2018.html
224,"
Neto de Raul Seixas canta música do avô, mostra vídeo #boato
",entretenimento,www.boatos.org/entretenimento/neto-raul-seixas-video.html
225,"
O melhor de 2018 no Boatos.org, por Edgard Matsuki
",lista,www.boatos.org/lista/o-melhor-boatos-de-2018-edgard-matsuki.html
226,"
Melancia rachada tem veneno chinês que causa câncer #boato
",saude,www.boatos.org/saude/melancia-rachada-veneno-chines.html
227,"
O melhor do Boatos.org em 2018, por Carol Lira
",lista,www.boatos.org/lista/melhor-boatos-2018-carol-lira.html
228,"
Brasil Sorridente tem inscrições abertas em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/brasil-sorridente-inscricoes-whatsapp.html
229,"
O melhor do Boatos.org em 2018, por Kyene Becker
",lista,www.boatos.org/lista/melhor-boatos-kyene-becker.html
230,"
Kid Bengala, ator de filmes adultos, morre aos 64 anos em SP #boato
",entretenimento,www.boatos.org/entretenimento/kid-bengala-morre-64-anos.html
231,"
O melhor do Boatos.org em 2018, por Hellen Bizerra
",lista,www.boatos.org/lista/melhor-boatos-2018-hellen-bizerra.html
232,"
Tite diz, em entrevista, que eleitores de Bolsonaro são alienados #boato
",esporte,www.boatos.org/esporte/tite-eleitores-bolsonaro-alienados.html
233,"
Retrospectiva 2018 das fake news – Boatos.org
",lista,www.boatos.org/lista/retrospectiva-2018-das-fake-news.html
234,"
Renan Calheiros é condenado à perda de mandato em 2018 #boato
",politica,www.boatos.org/politica/renan-calheiros-perda-mandato-2018.html
235,"
Ministério da Educação anuncia fim de concursos públicos para professores #boato
",brasil,www.boatos.org/brasil/ministerio-educacao-fim-concursos.html
236,"
João de Deus é filiado ao PT há 20 anos e dá R$ 40 mil/mês ao partido #boato
",politica,www.boatos.org/politica/joao-deus-filiado-pt.html
237,"
Cearense processa vizinho por não conseguir engravidar sua mulher #boato
",brasil,www.boatos.org/brasil/cearense-processa-vizinho-mulher.html
238,"
Paulo Guedes diz que não é justo que idosos gastem o que os jovens produzem #boato
",politica,www.boatos.org/politica/paulo-guedes-idosos-jovens.html
239,"
Fazenda Nossa Senhora Aparecida em Barrolândia (TO) é do ex-presidente Lula #boato
",politica,www.boatos.org/politica/fazenda-barrolandia-to-lula.html
240,"
Vazou a lista das delações da Odebrecht homologadas 30/01 #boato
",politica,www.boatos.org/politica/vazou-lista-delacoes-odebrecht.html
241,"
Bandidos realizam golpe da placa do carro para realizar assaltos #boato
",brasil,www.boatos.org/brasil/golpe-placa-carro-assaltos.html
242,"
Fugitivos de Bauru estão chegando na região e retratos são divulgados #boato
",brasil,www.boatos.org/brasil/fugitivos-bauru-regiao-retratos.html
243,"
7 boatos sobre Michel Temer que já viralizaram na internet
",politica,www.boatos.org/politica/7-boatos-temer.html
244,"
México construiu muro na fronteira com a Guatemala #boato
",mundo,www.boatos.org/mundo/mexico-muro-guatemala.html
245,"
Asteroide vai se chocar com a Terra em fevereiro de 2017 #boato
",ciencia,www.boatos.org/ciencia/asteroide-chocar-terra-fevereiro-2017.html
246,"
Marisa Letícia teve morte cerebral e mídia esconde que ela morreu #boato
",politica,www.boatos.org/politica/marisa-leticia-morte-cerebral.html
247,"
Uber foi hackeado para bandidos assaltarem mulheres #boato
",tecnologia,www.boatos.org/tecnologia/uber-hackeado-assaltarem-mulheres.html
248,"
Papa diz que quem desejou morte de Marisa não precisa mais ir na missa #boato
",religiao,www.boatos.org/religiao/papa-morte-marisa-missa.html
249,"
Piloto de Eduardo Campos foi envenenado, diz laudo #boato
",politica,www.boatos.org/politica/piloto-eduardo-campos-envenenado.html
250,"
Temer tira foto oficial com faixa presidencial ao avesso #boato
",politica,www.boatos.org/politica/temer-faixa-presidencial-avesso.html
251,"
Ginecologista se nega a atender travesti e é preso por homofobia #boato
",brasil,www.boatos.org/brasil/ginecologista-nega-atender-travesti.html
252,"
USP lista 10 maiores sites de notícias falsas do Brasil em pesquisa #boato
",politica,www.boatos.org/politica/usp-lista-10-maiores-noticias-falsas.html
253,"
Imagem prova que Maíra Panas era garota de programa #boato
",brasil,www.boatos.org/brasil/imagem-maira-panas-garota-programa.html
254,"
Terroristas muçulmanos com explosivos são presos em Jataí (GO) #boato
",brasil,www.boatos.org/brasil/terroristas-muculmanos-explosivos.html
255,"
Lista da delação da Odebrecht na Lava-Jato vazou após morte de Teori Zavascki #boato
",politica,www.boatos.org/politica/lista-odebrecht-lava-jato-morte-teori.html
256,"
7 boatos que circulam na web sobre Teori Zavascki, sua morte e o futuro da Lava-Jato
",politica,www.boatos.org/politica/7-boatos-teori-zavascki-lava-jato.html
257,"
Sargento Marcondes, filiado do PSDB, apagou gravação de avião de Teori #boato
",politica,www.boatos.org/politica/marcondes-psdb-gravacao-teori.html
258,"
Avião de Teori não tinha caixa-preta e câmeras foram retiradas do hangar #boato
",politica,www.boatos.org/politica/aviao-nao-tinha-caixa-cameras-retiradas.html
259,"
Joaquim Barbosa pediu intervenção para ministra Cármen Lúcia #boato
",brasil,www.boatos.org/brasil/joaquim-barbosa-carmen-lucia-intervencao.html
260,"
Arnaldo Jabor escreve texto criticando o carnaval #boato
",brasil,www.boatos.org/brasil/arnaldo-jabor-criticando-carnaval.html
261,"
Goleiro Bruno se filia ao PSDB e é liberado da prisão #boato
",esporte,www.boatos.org/esporte/goleiro-bruno-filia-psdb.html
262,"
Ivete Sangalo não quer mais trabalhar com Victor e Léo no The Voice #boato
",entretenimento,www.boatos.org/entretenimento/ivete-sangalo-victor-e-leo-the-voice.html
263,"
﻿Não use telefone celular (telemóveis) na cozinha #boato
",mundo,www.boatos.org/mundo/nao-use-telefone-celular-cozinha.html
264,"
Alexandre Frota vai virar ministro de Relações Exteriores #boato
",politica,www.boatos.org/politica/alexandre-frota-ministro-relacoes.html
265,"
Vídeo Carnaval de Pipoca é um vírus que hackeia celular #boato
",tecnologia,www.boatos.org/tecnologia/video-carnaval-de-pipoca-hackeia.html
266,"
7 boatos envolvendo cobras e bizarrices que viralizaram na web
",brasil,www.boatos.org/brasil/sete-boatos-cobras-e-bizarrices.html
267,"
Greve geral: não vai ter Carnaval no Espírito Santo #boato
",brasil,www.boatos.org/brasil/greve-carnaval-espirito-santo.html
268,"
Vídeo de Marcela Temer dançando de biquíni vaza na internet #boato
",politica,www.boatos.org/politica/video-marcela-temer-dancando.html
269,"
Pastora foi engolida por cobra sucuri em Goiânia #boato
",brasil,www.boatos.org/brasil/pastora-engolida-sucuri-goiania.html
270,"
Fim do IPVA: governo não vai mais cobrar imposto de carro #boato
",brasil,www.boatos.org/brasil/fim-ipva-governo-nao-cobrar-imposto.html
271,"
Juíza solta bandido e é assaltada na saída do fórum por ele #boato
",brasil,www.boatos.org/brasil/juiza-solta-bandido-assaltada.html
272,"
Cobra sucuri engole índia viva no Mato Grosso #boato
",brasil,www.boatos.org/brasil/cobra-sucuri-engole-india-mato-grosso.html
273,"
Nunca mais irá usar shampoo depois de ver vídeo, avisa governo #boato
",saude,www.boatos.org/saude/shampoo-video-avisa-governo-boato.html
274,"
Idade mínima para tirar CNH vai passar para 16 anos #boato
",brasil,www.boatos.org/brasil/idade-minima-cnh-16-anos.html
275,"
Presidente do Banco Mundial critica governo Temer na CBN #boato
",politica,www.boatos.org/politica/presidente-banco-mundial-governo-temer.html
276,"
Aplicativo clona qualquer conta do WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/aplicativo-clona-conta-whatsapp.html
277,"
Major da PM que deu gravata em mulher de policial é morto no Rio #boato
",brasil,www.boatos.org/brasil/major-pm-gravata-mulher-morto-rio.html
278,"
Deloitte vai contratar 150 profissionais; vagas são para recuperação da Oi #boato
",brasil,www.boatos.org/brasil/deloitte-contratar-150-vagas.html
279,"
7 alertas falsos de greve da Polícia Militar (PM) no Brasil
",brasil,www.boatos.org/brasil/7boatos-greve-policia.html
280,"
Detenta amamenta criança através das grades da cadeia no Brasil #boato
",brasil,www.boatos.org/brasil/detenta-amamenta-bebe-grades.html
281,"
Paracetamol deixou criança em coma e com manchas na pele #boato
",saude,www.boatos.org/saude/paracetamol-crianca-coma-manchas.html
282,"
Vídeo flagra OVNI na Espanha, Poços de Caldas e Porto Rico #boato
",ciencia,www.boatos.org/ciencia/video-ovni-espanha-pocos-porto-rico.html
283,"
Juíza que soltou Adriana Ancelmo aparece em foto com Sérgio Cabral #boato
",politica,www.boatos.org/politica/juiza-adriana-ancelmo-foto-cabra.html
284,"
Juan Pablo Montoya morreu em acidente de carro na Colômbia #boato
",esporte,www.boatos.org/esporte/juan-pablo-montoya-morreu.html
285,"
Tapioca é um veneno por causa do cianeto e pode matar #boato
",saude,www.boatos.org/saude/tapioca-veneno-cianeto-pode-matar.html
286,"
Guerra Civil é declarada no Brasil por causa da Reforma da Previdência e OAB #boato
",brasil,www.boatos.org/brasil/guerra-civil-previdencia-oab.html
287,"
O Boticário dá vale-presente de R$ 500 no Facebook e WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/o-boticario-vale-presente-500.html
288,"
Mãe bate no filho que estava roubando e é presa no Maranhão #boato
",brasil,www.boatos.org/brasil/mae-bate-filho-roubando-presa.html
289,"
Cerveja com urina de cavalo é encontrada em operação da PF na Bahia #boato
",saude,www.boatos.org/saude/cerveja-urina-cavalo-operacao-pf.html
290,"
PEC de iniciativa popular foi entregue com 2,5 mi de assinaturas ao Congresso #boato
",politica,www.boatos.org/politica/pec-entregue-25-mi-assinaturas-congresso.html
291,"
Taxista que chamou Jesus de “vagabundo e mentiroso” morre em acidente #boato
",religiao,www.boatos.org/religiao/taxista-jesus-vagabundo-mentiroso-morre.html
292,"
7 boatos envolvendo crianças e adolescentes que circulam na internet
",brasil,www.boatos.org/brasil/7-boatos-criancas-adolescentes-internet.html
293,"
Conselho Tutelar pede prisão de pai que ensinou profissão de pedreiro ao filho #boato
",brasil,www.boatos.org/brasil/conselho-tutelar-prisao-pai-pedreiro.html
294,"
Sandy se chama Alessandra e Dráuzio Varella é Áuzio #boato
",entretenimento,www.boatos.org/entretenimento/sandy-alessandra-drauzio-auzio.html
295,"
Homem pula do 19º andar do Congresso em protesto contra a reforma da Previdência #boato
",brasil,www.boatos.org/brasil/homem-pula-congresso-reforma-previdencia.html
296,"
Joaquim Barbosa nega que votou em Lula, Dilma e PT #boato
",politica,www.boatos.org/politica/joaquim-barbosa-nega-votou.html
297,"
Rodizio de carro em São Paulo será ampliado #boato
",brasil,www.boatos.org/brasil/rodizio-carro-sao-paulo-ampliado.html
298,"
Vulcão aparece em Maranguape, no Ceará, e é filmado #boato
",brasil,www.boatos.org/brasil/vulcao-maranguape-ceara-filmado.html
299,"
Venda de paçoca é proibida em todo o Brasil por causa de câncer #boato
",saude,www.boatos.org/saude/venda-pacoca-proibida-brasil-cancer.html
300,"
Criador do jogo da Baleia Azul é preso e espancado na cadeia #boato
",mundo,www.boatos.org/mundo/criador-baleia-azul-preso-espancado.html
301,"
Lula enviou carta à Shell em 1986 reclamando da Lei Seca #boato
",politica,www.boatos.org/politica/lula-carta-shell-lei-seca.html
302,"
7 boatos sobre Jair Bolsonaro que viralizaram na internet
",politica,www.boatos.org/politica/7-boatos-jair-bolsonaro.html
303,"
Oscar Niemeyer diz que Brasília deveria ter formato de camburão e é pinico #boato
",politica,www.boatos.org/politica/niemeyer-brasilia-formato-de-camburao.html
304,"
Cirurgia de catarata gratuita no Instituto Benjamin Constant #boato
",saude,www.boatos.org/saude/cirurgia-catarata-benjamin-constant.html
305,"
Roberto Requião recebe pensão de R$ 452 mil por mês #boato
",politica,www.boatos.org/politica/roberto-requiao-pensao-mes.html
306,"
General Villas Bôas diz que vai ter intervenção militar se Temer vacilar #boato
",politica,www.boatos.org/politica/general-villas-boas-intervencao.html
307,"
Desenho infantil que incentiva suicídio estará na TV em breve #boato
",entretenimento,www.boatos.org/entretenimento/desenho-infantil-suicidio-tv.html
308,"
Não leve o celular a cabeça na hora de atender por causa da radiação #boato
",tecnologia,www.boatos.org/tecnologia/nao-leve-celular-cabeca-radiacao-boato.html
309,"
WhatsApp vai sair do ar por 10 dias por causa de grupos da Baleia Azul #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-sair-ar-baleia-azul.html
310,"
Sérgio Moro é flagrado jantando com Temer e Rodrigo Maia #boato
",politica,www.boatos.org/politica/sergio-moro-jantando-temer.html
311,"
15 perguntas e respostas sobre o jogo da Baleia Azul
",saude,www.boatos.org/saude/perguntas-respostas-jogo-baleia-azul.html
312,"
Menina de cinco anos está perdida em Leonor de Freitas na Avenida Brasil #boato
",brasil,www.boatos.org/brasil/menina-cinco-anos-esta-perdida.html
313,"
Exército chega às ruas de Curitiba para proteger Moro de Lula #boato
",politica,www.boatos.org/politica/exercito-curitiba-moro-lula.html
314,"
José Roberto Wright, éx-árbitro, é flagrado roubando bacalhau #boato
",esporte,www.boatos.org/esporte/jose-roberto-wright-bacalhau.html
315,"
Gilmar Mendes e Chinaglia negociam absolvição de Dilma em Portugal #boato
",politica,www.boatos.org/politica/gilmar-mendes-chinaglia-portugal.html
316,"
7 boatos que circulam na internet sobre o jogo Baleia Azul
",saude,www.boatos.org/saude/7-boatos-sobre-o-jogo-baleia-azul.html
317,"
Telefones estão sendo clonados na Baleia Azul pelo (31) 99778-9305 #boato
",brasil,www.boatos.org/brasil/telefones-clonados-baleia-azul-031.html
318,"
Meninas adicionam pessoas ao jogo Baleia Azul no Facebook #boato
",brasil,www.boatos.org/brasil/meninas-jogo-baleia-azul-facebook-boato.html
319,"
Azul está dando bilhetes aéreos grátis em aniversário #boato
",brasil,www.boatos.org/brasil/azul-bilhetes-aereos-gratis.html
320,"
O Boticário está dando vale-presente para o dia dos namorados #boato
",brasil,www.boatos.org/brasil/boticario-vale-presente-namorados.html
321,"
Delegado que investigava morte de Teori Zavascki é assassinado #boato
",brasil,www.boatos.org/brasil/delegado-investigava-teori-zavascki.html
322,"
Andreas von Richthofen, irmão de Suzane, foi encontrado na cracolândia #boato
",brasil,www.boatos.org/brasil/andreas-von-richthofen-cracolandia.html
323,"
Quem trabalhou entre 1998 e 2016 pode receber dois salários mínimos #boato
",brasil,www.boatos.org/brasil/quem-trabalhou-entre-1998-2016.html
324,"
Celpe alerta que postes de rua estão dando choques elétricos #boato
",brasil,www.boatos.org/brasil/celpe-postes-choques-pernambuco.html
325,"
Budweiser falsificada é fabricada por chineses e vendida no Brasil #boato
",brasil,www.boatos.org/brasil/budweiser-falsificada-vendida-brasil.html
326,"
Líder fala como muçulmanos vão dominar o Brasil em vídeo #boato
",religiao,www.boatos.org/religiao/lider-muculmanos-dominar-o-brasil.html
327,"
Consulta pública para redução de salário de políticos acaba hoje #boato
",politica,www.boatos.org/politica/consulta-publica-reducao-salarioas-boato.html
328,"
Globo é a primeira da lista de maiores devedores do BNDES #boato
",politica,www.boatos.org/politica/globo-lista-devedores-bndes.html
329,"
Marcelo Rezende morreu e Bacci chorou no ar #boato
",entretenimento,www.boatos.org/entretenimento/marcelo-rezende-morreu-bacci.html
330,"
Ilha da família Lula é descoberta pelo MPF e custa R$ 4 milhões #boato
",politica,www.boatos.org/politica/ilha-lula-descoberta-mpf.html
331,"
Sinistro: 7 alertas falsos que assustaram internautas do Rio de Janeiro
",brasil,www.boatos.org/brasil/alertas-falsos-rio-de-janeiro.html
332,"
Homem que bateu em mãe de 84 anos foi espancado na prisão #boato
",brasil,www.boatos.org/brasil/homem-bateu-mae-espancado.html
333,"
Trump tenta pegar mão do papa e leva tapa durante encontro #boato
",mundo,www.boatos.org/mundo/trump-coca-mao-do-papa.html
334,"
Policiais são filmados quebrando vidraças de ministérios em Brasília #boato
",politica,www.boatos.org/politica/policiais-quebrando-vidracas-brasilia.html
335,"
Bomba vai explodir metrô da Pavuna e Central do Brasil, no Rio #boato
",brasil,www.boatos.org/brasil/bomba-explodir-metro-pavuna-central.html
336,"
Vídeo mostra tiroteio no túnel Marcello Alencar, no Rio, ontem #boato
",brasil,www.boatos.org/brasil/tiroteio-tunel-marcello-alencar.html
337,"
Aécio Neves prepara delação premiada junto com Andrea Neves #boato
",politica,www.boatos.org/politica/aecio-neves-prepara-delacao-premiada.html
338,"
Após vacinarem milhões, descobriram que vacina da gripe é veneno mortal #boato
",saude,www.boatos.org/saude/apos-vacina-gripe-veneno-mortal.html
339,"
Carro do juiz Sérgio Moro acaba de ser metralhado em Curitiba #boato
",brasil,www.boatos.org/brasil/carro-juiz-sergio-moro-metralhado.html
340,"
Zico fala sobre crise na Portuguesa e “roubalheira” do Flamengo #boato
",esporte,www.boatos.org/esporte/zico-sobre-situacao-da.html
341,"
Mutirão de empregos: site marca entrevistas para 100 mil vagas #boato
",brasil,www.boatos.org/brasil/mutirao-empregos-vagas-entrevistas.html
342,"
Joesley Batista foi envenenado, diz laudo da polícia científica #boato
",politica,www.boatos.org/politica/joesley-batista-envenenado-laudo.html
343,"
Boleto para pagamento de taxa de incêndio no Rio é falso #boato
",brasil,www.boatos.org/brasil/boleto-taxa-de-incendio-falso.html
344,"
Criatura encontrada no Leste Europeu é alienígena, diz Nasa #boato
",mundo,www.boatos.org/mundo/criatura-leste-europeu-alienigena.html
345,"
Joesley Batista é internado em estado grave e inconsciente #boato
",politica,www.boatos.org/politica/joesley-batista-estado-grave.html
346,"
Juiz pego em blitz mandou rebocar viaturas e motos da polícia #boato
",brasil,www.boatos.org/brasil/juiz-blitz-viaturas-policia.html
347,"
Angela Merkel diz que professores recebem os maiores salários na Alemanha #boato
",mundo,www.boatos.org/mundo/merkel-professores-maiores-salarios.html
348,"
Vídeo de Lula falando sobre sítio de Atibaia é encontrado #boato
",politica,www.boatos.org/politica/video-lula-sitio-atibaia.html
349,"
Atentado terrorista é realizado por muçulmanos em Goiás #boato
",religiao,www.boatos.org/religiao/atentado-muculmanos-sanclerlandia-goias.html
350,"
Projeto obriga uniforme unissex em todas escolas do Brasil #boato
",politica,www.boatos.org/politica/projeto-uniforme-unissex-escolas.html
351,"
Muçulmanos do Estado Islâmico chegam com força a Trindade #boato
",religiao,www.boatos.org/religiao/muculmanos-estado-islamico-trindade.html
352,"
Menino que teve a testa tatuada é encontrado morto #boato
",brasil,www.boatos.org/brasil/menino-tatuada-encontrado-morto.html
353,"
Ladrões deixam torneiras abertas à noite para realizar assaltos #boato
",brasil,www.boatos.org/brasil/ladroes-torneiras-abertas-assaltos.html
354,"
Não cliquem no vídeo Dance of the pope; é um vírus mortal #boato
",tecnologia,www.boatos.org/tecnologia/video-dance-of-the-pope-virus.html
355,"
Não aceitem pedidos de Crhisopher Davies ou Jessica Davies no Facebook #boato
",tecnologia,www.boatos.org/tecnologia/pedidos-crhisopher-davies-jessica-davies.html
356,"
7 boatos sobre o deputado (e palhaço) Tiririca que circulam na internet
",politica,www.boatos.org/politica/7-boatos-sobre-tiririca.html
357,"
Joesley aparece em foto abraçado com Lula, Cabral, Pezão e Paes #boato
",politica,www.boatos.org/politica/joesley-batista-foto-lula.html
358,"
WhatsApp está completando 3 anos e você receberá créditos no celular #boato
",tecnologia,www.boatos.org/tecnologia/whatsapp-3-anos-creditos-celular.html
359,"
Episódio de 2002 dos Simpsons previu encontro de Donald Trump #boato
",mundo,www.boatos.org/mundo/episodio-simpsons-previu-encontro-trump.html
360,"
Foto mostra baleia morta com garrafas, lixo e sacos em praia #boato
",mundo,www.boatos.org/mundo/foto-baleia-morta-lixo-praia.html
361,"
Suco de beterraba milagroso cura câncer em 42 horas e já curou 50 mil #boato
",saude,www.boatos.org/saude/suco-beterraba-cura-cancer.html
362,"
Cantora Simaria morreu agora pouco em acidente de carro #boato
",entretenimento,www.boatos.org/entretenimento/cantora-simaria-morreu.html
363,"
Lula sacou R$ 52 milhões antes de bloqueio de bens pela Justiça #boato
",politica,www.boatos.org/politica/lula-sacou-r-52-milhoes.html
364,"
Aluno faz sarrada na professora e apanha na saída da escola #boato
",brasil,www.boatos.org/brasil/aluno-sarrada-professora-apanha-saida.html
365,"
Expressão uai foi criada como senha na Inconfidência Mineira #boato
",brasil,www.boatos.org/brasil/uai-senha-inconfidencia-mineira.html
366,"
Lennoxx está com vagas em grande contratação no Facebook #boato
",brasil,www.boatos.org/brasil/lennoxx-vagas-grande-contratacao.html
367,"
Feminista vai processar homem que a salvou de afogamento #boato
",mundo,www.boatos.org/mundo/feminista-vai-processar-homem-que-salvou.html
368,"
Povo brasileiro é o 3°mais idiota do mundo, diz estudo #boato
",mundo,www.boatos.org/mundo/povo-brasileiro-idiota-mundo.html
369,"
ONU prevê que toda humanidade será chipada até 2030 #boato
",mundo,www.boatos.org/mundo/onu-humanidade-chipada-2030.html
370,"
Lulinha desfila com Ferrari dourada no Uruguai, mostra vídeo #boato
",politica,www.boatos.org/politica/lulinha-ferrari-dourada-uruguai.html
371,"
Sereia é encontrada na praia do Algodoal, no Pará #boato
",brasil,www.boatos.org/brasil/sereia-e-encontrada-em.html
372,"
Governo Temer vai bloquear dinheiro das contas da Caixa #boato
",politica,www.boatos.org/politica/governo-temer-vai-bloquear-dinheiro.html
373,"
Polícia prende caminhão com corpos de crianças em São Luís (MA) #boato
",brasil,www.boatos.org/brasil/caminhao-corpos-sao-luis-ma.html
374,"
Águia tenta roubar criança em parque no Canadá #boato
",mundo,www.boatos.org/mundo/aguia-crianca-parque-canada.html
375,"
Criatura do demônio está matando crianças e animais na Índia #boato
",religiao,www.boatos.org/religiao/criatura-matando-criancas-na-india.html
376,"
Lula diz que foi melhor que Getúlio e será melhor do que Deus #boato
",politica,www.boatos.org/politica/lula-melhor-getulio-deus.html
377,"
Droga Manga Rosa chegou ao Brasil, parece açúcar e é mortal #boato
",brasil,www.boatos.org/brasil/droga-manga-rosa-acucar.html
378,"
Papa Francisco disse que precisamos de santos de calça jeans #boato
",religiao,www.boatos.org/religiao/papa-francisco-santos-jeans-tenis.html
